temperature_midi,humidity_midi,wind_midi,wind_norm,pressure_midi,rain_hits
65.92307692307692,56.69230769230769,43.30769230769231,0.5549999999999999,45.0,3
64.23076923076923,56.84615384615385,43.30769230769231,0.5549999999999999,45.0,0
64.84615384615384,55.46153846153846,46.07692307692308,0.74,46.38461538461539,0
64.23076923076923,57.15384615384615,42.92307692307692,0.74,46.84615384615385,1
65.0,57.0,48.84615384615385,0.9724999999999999,45.0,9
64.38461538461539,56.69230769230769,45.46153846153846,0.74,45.30769230769231,0
65.92307692307692,55.61538461538461,44.61538461538461,0.74,47.0,0
65.92307692307692,58.07692307692308,42.23076923076923,0.5549999999999999,47.0,0
66.6923076923077,57.30769230769231,41.07692307692308,0.51,47.0,0
66.07692307692308,58.07692307692308,42.76923076923077,0.6025,46.53846153846154,0
65.0,58.38461538461539,41.92307692307692,0.6025,46.23076923076923,5
64.61538461538461,56.23076923076923,40.46153846153846,0.37,46.53846153846154,0
65.0,57.46153846153846,42.30769230769231,0.6025,44.23076923076923,2
66.23076923076923,57.76923076923077,45.46153846153846,0.6475,43.0,0
64.23076923076923,57.30769230769231,41.76923076923077,0.51,44.53846153846154,0
66.07692307692308,57.0,46.38461538461539,0.8800000000000001,42.69230769230769,3
65.07692307692308,56.38461538461539,49.23076923076923,0.9724999999999999,41.38461538461539,4
64.6923076923077,55.61538461538461,46.38461538461539,0.8324999999999999,45.46153846153846,0
64.6923076923077,56.69230769230769,40.46153846153846,0.37,47.0,0
66.07692307692308,55.92307692307692,40.0,0.4175,47.0,0
65.76923076923077,56.53846153846154,40.0,0.4625,47.0,0
67.15384615384616,56.38461538461539,40.92307692307692,0.51,47.0,0
67.3076923076923,57.76923076923077,39.61538461538461,0.37,47.0,0
66.84615384615384,58.53846153846154,39.84615384615385,0.325,46.23076923076923,0
66.38461538461539,57.92307692307692,43.38461538461539,0.5549999999999999,45.0,7
64.23076923076923,57.15384615384615,43.30769230769231,0.51,45.0,0
65.38461538461539,55.15384615384615,42.76923076923077,0.4625,45.0,0
65.0,57.0,42.92307692307692,0.51,43.0,9
65.3076923076923,55.46153846153846,46.53846153846154,0.7875,42.07692307692308,6
65.46153846153847,56.69230769230769,47.61538461538461,0.925,41.38461538461539,2
65.84615384615384,56.38461538461539,45.61538461538461,0.925,43.61538461538461,0
65.07692307692308,57.61538461538461,39.38461538461539,0.27749999999999997,45.0,0
65.3076923076923,57.46153846153846,38.76923076923077,0.325,45.0,0
65.53846153846153,57.0,39.76923076923077,0.4175,45.0,0
67.0,57.61538461538461,40.69230769230769,0.4625,45.0,4
68.23076923076923,57.76923076923077,44.46153846153846,0.6950000000000001,44.23076923076923,9
66.38461538461539,57.61538461538461,44.38461538461539,0.6025,43.30769230769231,4
67.76923076923077,55.46153846153846,46.23076923076923,0.74,45.0,0
66.84615384615384,58.23076923076923,40.46153846153846,0.4175,45.0,2
67.46153846153847,56.53846153846154,46.07692307692308,0.74,45.0,0
65.61538461538461,58.07692307692308,43.30769230769231,0.5549999999999999,45.0,0
66.38461538461539,55.76923076923077,43.61538461538461,0.6025,46.53846153846154,0
64.76923076923077,57.61538461538461,40.0,0.325,47.0,0
65.76923076923077,56.38461538461539,38.76923076923077,0.27749999999999997,47.0,0
65.15384615384616,58.07692307692308,38.84615384615385,0.37,47.0,0
64.76923076923077,58.23076923076923,40.61538461538461,0.37,48.61538461538461,2
65.92307692307692,56.84615384615385,43.53846153846154,0.6025,50.0,0
64.46153846153847,58.69230769230769,43.30769230769231,0.5549999999999999,50.0,0
64.92307692307692,57.38461538461539,43.92307692307692,0.51,50.0,0
64.15384615384616,58.84615384615385,39.0,0.37,50.0,0
65.92307692307692,56.38461538461539,39.76923076923077,0.37,50.0,0
63.61538461538461,59.61538461538461,38.0,0.185,48.84615384615385,0
67.46153846153847,55.0,39.23076923076923,0.325,47.0,0
65.0,57.76923076923077,38.30769230769231,0.325,47.0,0
65.84615384615384,56.69230769230769,40.53846153846154,0.4175,47.0,0
65.38461538461539,58.07692307692308,38.92307692307692,0.325,47.0,0
67.0,57.76923076923077,38.92307692307692,0.325,47.0,0
66.6923076923077,57.30769230769231,40.53846153846154,0.4175,47.0,1
65.61538461538461,58.69230769230769,40.69230769230769,0.37,48.15384615384615,0
65.76923076923077,57.61538461538461,42.30769230769231,0.4625,50.0,0
64.53846153846153,59.07692307692308,39.92307692307692,0.37,50.0,0
66.6923076923077,55.92307692307692,42.76923076923077,0.51,50.0,0
64.53846153846153,58.53846153846154,40.0,0.325,49.30769230769231,0
67.76923076923077,54.84615384615385,43.46153846153846,0.5549999999999999,47.0,0
65.23076923076923,57.15384615384615,38.30769230769231,0.2325,47.0,0
69.3076923076923,55.46153846153846,40.69230769230769,0.37,45.30769230769231,1
66.84615384615384,58.38461538461539,41.15384615384615,0.4175,45.0,0
67.92307692307692,56.84615384615385,39.84615384615385,0.37,45.0,1
66.23076923076923,59.53846153846154,42.38461538461539,0.51,45.0,13
65.15384615384616,59.30769230769231,40.15384615384615,0.4625,45.0,4
66.6923076923077,57.38461538461539,39.23076923076923,0.325,45.0,0
65.92307692307692,57.46153846153846,39.53846153846154,0.325,45.0,0
66.07692307692308,57.46153846153846,41.92307692307692,0.51,45.0,0
64.3076923076923,58.53846153846154,40.15384615384615,0.4175,45.0,0
